statNm,statId,chgerId,chgerType,addr,location,latitute,longtitute,useTime,busiId,bnm,busiNm,busiCall,stat,statUpdDt,lastTsdt,lastTedt,nowTsdt,output,method,zcode,zscode,kind,kindDetail,parkingFree,limitYn,limitDetail,delYn
상계2동 공영주차장,ME18B177,1,6,서울특별시 노원구 상계2동 373-13,,37.65668,127.06751,24시간 이용가능,ME,환경부,환경부,1661-9408,3,2022-08-21 17:14,2022-08-21 16:56,2022-08-21 17:02,,100,단독,11,11350,B0,B001,Y,N,,N
DMC 산학협력연구센터,ME18B178,1,6,서울특별시 마포구 매봉산로 37,,37.576,126.89053,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 15:11,2022-08-20 23:36,2022-08-21 0:08,,100,단독,11,11440,A0,A004,N,N,,N
마천동2공영주차장,ME18B179,1,6,서울특별시 송파구 성내천로299-7,,37.49427,127.15624,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 13:59,2022-08-21 13:30,2022-08-21 13:59,,100,단독,11,11710,B0,B001,Y,N,,N
거여동공영주차장,ME18B180,1,6,서울특별시 송파구 오금로68길8,,37.49223,127.15033,24시간 이용가능,ME,환경부,환경부,1661-9408,3,2022-08-21 17:36,2022-08-21 8:12,2022-08-21 8:38,2022-08-21 17:36,100,단독,11,11710,B0,B001,Y,N,,N
천마공영주차장,ME18B181,1,6,서울특별시 송파구 성내천로33가길20,,37.50028,127.15482,24시간 이용가능,ME,환경부,환경부,1661-9408,3,2022-08-21 17:13,2022-08-21 13:46,2022-08-21 14:29,2022-08-21 17:13,100,단독,11,11710,B0,B001,Y,N,,N
이태원2동공영주차장,ME18B182,1,6,서울특별시 용산구 회나무로 55？,,37.54034,126.99267,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 16:04,2022-08-21 10:51,2022-08-21 11:12,,100,단독,11,11170,B0,B001,N,N,,N
이마트 은평점,ME18B183,1,6,,,37.60077,126.92049,09:30~23:00,ME,환경부,환경부,1661-9408,3,2022-08-21 17:30,2022-08-21 13:44,2022-08-21 13:57,2022-08-21 17:30,100,단독,11,11380,E0,E001,Y,N,,N
신월5동 주민센터,ME18B184,1,6,서울특별시 양천구 화곡로4길 10,,37.53852,126.82716,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 15:03,2022-08-21 13:53,2022-08-21 14:02,,100,단독,11,11470,A0,A002,Y,N,,N
신정1동 주민센터,ME18B185,1,6,서울특별시 양천구 중앙로 32길 1,,37.51855,126.85429,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 17:17,2022-08-21 14:34,2022-08-21 14:42,,100,단독,11,11470,A0,A002,Y,N,,N
목2동 주민센터,ME18B186,1,6,서울특별시 양천구 목동 중앙본로 120,,37.5461,126.87168,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 16:51,2022-08-21 15:03,2022-08-21 15:41,,100,단독,11,11470,A0,A002,Y,N,,N
송정동 공영주차장,ME18B187,1,6,서울특별시 성동구 동일로 199,,37.54988,127.06804,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 14:08,2022-08-21 13:42,2022-08-21 14:08,,100,단독,11,11200,B0,B001,N,N,,N
sh서울주택도시공사,ME18B278,11,4,서울특별시 강남구 개포로 621,,37.49414,127.07879,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 10:02,2022-08-21 9:19,2022-08-21 10:02,,200,동시,11,11680,A0,A003,Y,N,,N
sh서울주택도시공사,ME18B278,12,4,서울특별시 강남구 개포로 621,,37.49414,127.07879,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 16:29,2022-08-21 15:48,2022-08-21 16:29,,200,동시,11,11680,A0,A003,Y,N,,N
강동구청,ME18B279,11,4,서울특별시 강동구 성내로 25,,37.53025,127.12379,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 9:36,2022-08-21 8:57,2022-08-21 9:36,,200,동시,11,11740,A0,A001,N,N,,N
강동구청,ME18B279,12,4,서울특별시 강동구 성내로 25,,37.53025,127.12379,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 14:36,2022-08-21 13:53,2022-08-21 14:36,,200,동시,11,11740,A0,A001,N,N,,N
홈플러스 금천점,ME18B280,11,4,서울특별시 금천구 시흥대로 391,,37.46864,126.89681,10:00~23:00,ME,환경부,환경부,1661-9408,2,2022-08-20 19:23,2022-08-20 19:13,2022-08-20 19:23,,200,동시,11,11545,E0,E001,Y,N,,N
홈플러스 금천점,ME18B280,12,4,서울특별시 금천구 시흥대로 391,,37.46864,126.89681,10:00~23:00,ME,환경부,환경부,1661-9408,2,2022-08-21 16:24,2022-08-21 16:02,2022-08-21 16:24,,200,동시,11,11545,E0,E001,Y,N,,N
도봉산환승주차장,ME18B281,11,4,서울특별시 도봉구 도봉동 341-1,,37.69,127.04325,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-19 19:40,2022-08-19 18:59,2022-08-19 19:40,,200,동시,11,11320,B0,B003,N,N,,N
도봉산환승주차장,ME18B281,12,4,서울특별시 도봉구 도봉동 341-1,,37.69,127.04325,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-20 8:16,2022-08-20 7:54,2022-08-20 8:16,,200,동시,11,11320,B0,B003,N,N,,N
도봉구청,ME18B282,11,4,서울특별시 도봉구 마들로 656,,37.66862,127.04704,09:00~18:00,ME,환경부,환경부,1661-9408,3,2022-08-21 17:21,2022-08-21 15:38,2022-08-21 15:52,2022-08-21 17:21,200,동시,11,11320,A0,A003,Y,N,,N
도봉구청,ME18B282,12,4,서울특별시 도봉구 마들로 656,,37.66862,127.04704,09:00~18:00,ME,환경부,환경부,1661-9408,2,2022-08-21 17:24,2022-08-21 16:40,2022-08-21 17:24,,200,동시,11,11320,A0,A003,Y,N,,N
마장축산물시장 서문 공영주차장,ME18B283,11,4,서울특별시 성동구 고산자로 26길 6,,37.57041,127.03833,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 12:57,2022-08-21 12:14,2022-08-21 12:57,,200,동시,11,11200,B0,B001,N,N,,N
마장축산물시장 서문 공영주차장,ME18B283,12,4,서울특별시 성동구 고산자로 26길 6,,37.57041,127.03833,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 13:56,2022-08-21 13:17,2022-08-21 13:56,,200,동시,11,11200,B0,B001,N,N,,N
서울약령시 공영주차장,ME18B284,11,4,서울특별시 동대문구 약령중앙로 26,,37.58051,127.03715,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2022-08-14 20:58,2022-08-14 18:05,2022-08-14 18:40,,200,동시,11,11230,B0,B001,N,N,,N
서울약령시 공영주차장,ME18B284,12,4,서울특별시 동대문구 약령중앙로 26,,37.58051,127.03715,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2022-08-14 20:58,2022-08-14 16:11,2022-08-14 16:47,,200,동시,11,11230,B0,B001,N,N,,N
롯데마트 서울양평점,ME18B285,1,6,서울특별시 영등포구 선유로 138,,37.52604,126.89173,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-19 23:14,2022-08-19 22:07,2022-08-19 22:50,,100,단독,11,11560,E0,E001,Y,N,,N
롯데마트 서울양평점,ME18B285,2,6,서울특별시 영등포구 선유로 138,,37.52604,126.89173,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 17:13,2022-08-21 15:15,2022-08-21 15:58,,100,단독,11,11560,E0,E001,Y,N,,N
도봉기적의도서관,ME18B286,1,6,서울특별시 도봉구 마들로 797,,37.6809066,127.0503438,09:00~18:00,ME,환경부,환경부,1661-9408,3,2022-08-21 17:38,2022-08-21 16:57,2022-08-21 17:38,2022-08-21 17:38,100,단독,11,11215,A0,A003,Y,N,,N
도봉기적의도서관,ME18B286,2,6,서울특별시 도봉구 마들로 797,,37.6809066,127.0503438,09:00~18:00,ME,환경부,환경부,1661-9408,3,2022-08-21 17:17,2022-08-21 16:48,2022-08-21 17:15,2022-08-21 17:17,100,단독,11,11215,A0,A003,Y,N,,N
구파발광역환승센터 주차장,ME18B287,11,4,지상 3층,,37.637968,126.91937,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 7:18,2022-08-21 7:00,2022-08-21 7:18,,200,동시,11,11380,B0,B003,N,N,,N
구파발광역환승센터 주차장,ME18B287,12,4,지상 3층,,37.637968,126.91937,24시간 이용가능,ME,환경부,환경부,1661-9408,3,2022-08-21 17:34,2022-08-21 15:46,2022-08-21 16:28,2022-08-21 17:34,200,동시,11,11380,B0,B003,N,N,,N
서울역사박물관,ME18B288,11,4,서울특별시 종로구 새문안로 55,,37.57005,126.97053,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 8:53,2022-08-21 8:48,2022-08-21 8:53,,200,동시,11,11110,D0,D008,N,N,,N
서울역사박물관,ME18B288,12,4,서울특별시 종로구 새문안로 55,,37.57005,126.97053,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 4:30,2022-08-21 4:08,2022-08-21 4:30,,200,동시,11,11110,D0,D008,N,N,,N
신정3동 넓은들 민원센터,ME18B289,11,4,서울특별시 양천구 남부순환로 88길 5-7,,37.5113,126.84145,24시간 이용가능,ME,환경부,환경부,1661-9408,3,2022-08-21 17:12,2022-08-21 16:28,2022-08-21 17:11,2022-08-21 17:12,200,동시,11,11470,A0,A002,Y,N,,N
신정3동 넓은들 민원센터,ME18B289,12,4,서울특별시 양천구 남부순환로 88길 5-7,,37.5113,126.84145,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 17:16,2022-08-21 10:57,2022-08-21 11:38,,200,동시,11,11470,A0,A002,Y,N,,N
용답동 공영주차장,ME18B290,11,4,서울특별시 성동구 용답동 4-1,,37.56452,127.05429,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-20 21:52,2022-08-20 21:29,2022-08-20 21:52,,200,동시,11,11200,B0,B001,Y,N,,N
용답동 공영주차장,ME18B290,12,4,서울특별시 성동구 용답동 4-1,,37.56452,127.05429,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-20 12:46,2022-08-20 12:23,2022-08-20 12:46,,200,동시,11,11200,B0,B001,Y,N,,N
마포공영주차장,ME18B406,1,4,서울특별시 마포구 마포대로1길 9,,37.53853862,126.9434403,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2022-08-21 13:18,2022-08-20 14:18,2022-08-20 14:58,,100,단독,11,11440,B0,B001,N,N,,N
마포공영주차장,ME18B406,2,4,서울특별시 마포구 마포대로1길 9,,37.53853862,126.9434403,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2022-08-21 15:43,2022-08-21 12:30,2022-08-21 13:10,,100,단독,11,11440,B0,B001,N,N,,N
마포공영주차장,ME18B406,3,4,서울특별시 마포구 마포대로1길 9,,37.53853862,126.9434403,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2022-08-21 14:53,2022-08-20 18:06,2022-08-20 18:46,,100,단독,11,11440,B0,B001,N,N,,N
마포공영주차장,ME18B406,4,4,서울특별시 마포구 마포대로1길 9,,37.53853862,126.9434403,24시간 이용가능,ME,환경부,환경부,1661-9408,3,2022-08-21 17:29,2022-08-21 14:48,2022-08-21 15:23,2022-08-21 17:29,100,단독,11,11440,B0,B001,N,N,,N
롯데백화점 본점,ME18B407,11,4,서울특별시 중구 을지로 30,,37.56499,126.98136,09:00~21:00,ME,환경부,환경부,1661-9408,2,2022-08-21 12:16,2022-08-21 11:58,2022-08-21 12:15,,200,동시,11,11140,E0,E002,N,N,,N
롯데백화점 본점,ME18B407,12,4,서울특별시 중구 을지로 30,,37.56499,126.98136,09:00~21:00,ME,환경부,환경부,1661-9408,2,2022-08-19 14:30,2022-08-19 13:52,2022-08-19 14:30,,200,동시,11,11140,E0,E002,N,N,,N
롯데백화점 본점,ME18B407,13,4,서울특별시 중구 을지로 30,,37.56499,126.98136,09:00~21:00,ME,환경부,환경부,1661-9408,9,2022-08-19 17:28,2022-07-25 14:42,2022-07-25 14:45,,200,동시,11,11140,E0,E002,N,N,,N
롯데백화점 본점,ME18B407,14,4,서울특별시 중구 을지로 30,,37.56499,126.98136,09:00~21:00,ME,환경부,환경부,1661-9408,2,2022-08-20 15:39,2022-08-18 10:40,2022-08-18 10:56,,200,동시,11,11140,E0,E002,N,N,,N
성수2가 공영주차장,ME18B408,1,4,서울특별시 성동구 광나루로4가길 23,,37.54909,127.05516,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2022-08-21 13:18,2022-06-29 11:03,2022-06-29 11:35,,100,단독,11,11200,B0,B001,N,N,,N
성수2가 공영주차장,ME18B408,2,4,서울특별시 성동구 광나루로4가길 23,,37.54909,127.05516,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2022-08-21 13:18,2022-07-01 7:10,2022-07-01 7:21,,100,단독,11,11200,B0,B001,N,N,,N
성수2가 공영주차장,ME18B408,3,4,서울특별시 성동구 광나루로4가길 23,,37.54909,127.05516,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2022-08-10 21:58,2022-07-01 7:32,2022-07-01 7:57,,100,단독,11,11200,B0,B001,N,N,,N
성수2가 공영주차장,ME18B408,4,4,서울특별시 성동구 광나루로4가길 23,,37.54909,127.05516,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2022-08-21 13:18,2022-07-08 15:14,2022-07-08 15:47,,100,단독,11,11200,B0,B001,N,N,,N
충현동 제1공영주차장,ME19A149,1,4,서울특별시 서대문구 충정로2가 78-13,,37.5646084,126.964361,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-20 12:05,2022-08-20 11:41,2022-08-20 12:05,,100,단독,11,11410,B0,B001,N,N,,N
남가좌2동 공영주차장,ME19A150,1,4,서울특별시 서대문구 남가좌2동 3-75,,37.5830145,126.9231095,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 15:58,2022-08-21 15:19,2022-08-21 15:58,,100,단독,11,11410,B0,B001,N,N,,N
미도아파트 앞 공영주차장,ME19A151,1,4,서울특별시 서초구 반포동 49-8,,37.49981208,127.0105027,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 13:46,2022-08-21 13:40,2022-08-21 13:46,,100,단독,11,11650,B0,B001,N,N,,N
올림픽공원,ME19A152,1,4,서울특별시 송파구 올림픽로 424,,37.5171577,127.115847,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 17:25,2022-08-21 16:04,2022-08-21 16:35,,100,단독,11,11710,D0,D001,N,N,,N
구민회관,ME19A153,1,4,서울특별시 송파구 백제고분로 242,,37.502452,127.0931042,09:00~18:00 이후 무료,ME,환경부,환경부,1661-9408,3,2022-08-21 17:09,2022-08-21 14:12,2022-08-21 14:38,2022-08-21 17:09,100,단독,11,11710,A0,A004,N,N,,N
문화회관동측 주차장,ME19A154,1,4,서울특별시 양천구 신정6동 322-5,,37.5167683,126.8635627,09:00~18:00 이후 무료,ME,환경부,환경부,1661-9408,2,2022-08-21 17:08,2022-08-21 16:37,2022-08-21 17:08,,100,단독,11,11470,B0,B001,N,N,,N
곰달래공영주차장,ME19A155,1,4,서울특별시 양천구 곰달래로10길 4,,37.5295552,126.8357706,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 13:50,2022-08-21 13:38,2022-08-21 13:50,,100,단독,11,11470,B0,B001,N,N,,N
다락골공영주차장,ME19A156,1,4,서울특별시 양천구 중앙로29길 41,,37.5163711,126.8492558,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-20 22:05,2022-08-20 21:33,2022-08-20 22:05,,100,단독,11,11470,B0,B001,N,N,,N
일원2동 주민센터,ME19A157,1,4,서울특별시 강남구 개포로 607,,37.4919959,127.0738859,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 17:11,2022-08-21 16:38,2022-08-21 17:11,,100,단독,11,11680,A0,A002,Y,N,,N
목4동주민센터,ME19A158,1,4,서울특별시 양천구 목동중앙로 25,,37.5324277,126.8686162,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 10:41,2022-08-21 10:13,2022-08-21 10:41,,100,단독,11,11470,A0,A002,Y,N,,N
한국장애인개발원 본사,ME19A159,1,4,서울특별시 영등포구 의사당대로 22,,37.5269301,126.9179382,09:00~19:00 토요일 무료개방,ME,환경부,환경부,1661-9408,9,2022-08-19 17:43,2022-08-18 12:37,2022-08-18 13:09,,100,단독,11,11560,A0,A003,N,N,,N
영등포본동제1(공영주차장),ME19A160,1,4,서울특별시 영등포구 영신로 10길 15,,37.5142799,126.9093244,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 15:53,2022-08-21 8:30,2022-08-21 8:49,,100,단독,11,11560,B0,B001,N,N,,N
마포중앙도서관,ME19A164,1,4,서울특별시 마포구 성산로 128,,37.5636424,126.9082864,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 16:35,2022-08-21 16:03,2022-08-21 16:35,,100,단독,11,11440,I0,I005,N,N,,N
강남구청 삼성로 별관 부설 주차장,ME19A166,1,4,서울특별시 강남구 삼성로 628,,37.51617891,127.0520033,09:00~18:00,ME,환경부,환경부,1661-9408,2,2022-08-21 14:50,2022-08-21 12:56,2022-08-21 13:20,,100,단독,11,11680,A0,A001,N,N,,N
국방부 서문 주차장,ME19A170,1,4,서울특별시 용산구 한강대로 62다길 42,,37.5331513,126.975461,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 17:40,2022-08-21 17:01,2022-08-21 17:40,,100,단독,11,11170,A0,A003,Y,N,,N
일원본동 주민센터,ME19A171,1,4,서울특별시 강남구 광평로 126,,37.4833754,127.0863932,24시간 이용가능,ME,환경부,환경부,1661-9408,3,2022-08-21 17:07,2022-08-21 16:45,2022-08-21 17:04,2022-08-21 17:07,100,단독,11,11680,A0,A002,Y,N,,N
탄천물재생센터,ME19A243,21,4,서울특별시 강남구 개포로 625,,37.4959067,127.0799979,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 17:22,2022-08-21 16:42,2022-08-21 17:22,,200,동시,11,11680,A0,A004,N,N,,N
탄천물재생센터,ME19A243,22,4,서울특별시 강남구 개포로 625,,37.4959067,127.0799979,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 15:23,2022-08-21 14:43,2022-08-21 15:23,,200,동시,11,11680,A0,A004,N,N,,N
한국원자력의학원 본사,ME19A244,21,4,서울특별시 노원구 노원로75,,37.6281908,127.0831959,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2022-08-21 17:15,2022-08-21 16:34,2022-08-21 17:15,,200,동시,11,11350,A0,A003,N,N,,N
